CarID,ModelID,DealerID,Year_of_Manufacturing,Mileage,Price
C00626,M052,D019,1996,156682,4509
C39756,M059,D029,2020,31211,53905
C15001,M032,D023,2004,123714,4387
C15645,M035,D032,1991,216934,1486
C30603,M085,D036,2015,40954,16011
C29898,M003,D020,2002,102083,7104
C34420,M022,D008,1998,134677,2434
C41101,M068,D011,1996,127316,4154
C14033,M016,D033,2013,53400,23116
C19141,M060,D045,1991,72866,4030
C35631,M010,D024,2003,137943,4139
C48655,M037,D010,1989,259762,833
C35023,M093,D036,1993,100729,5163
C46127,M003,D010,2014,41249,23777
C05611,M105,D041,2021,5968,93659
C39232,M046,D021,1995,246372,1245
C10645,M005,D036,1989,196547,1295
C49989,M003,D027,1990,142328,2339
C19372,M065,D014,2009,45711,12073
C35076,M003,D017,2001,42028,9947
C45172,M027,D043,2010,101122,7185
C04385,M013,D038,2004,165194,4666
C14459,M085,D029,2004,156806,3324
C16477,M037,D001,2005,188021,4627
C12762,M013,D023,2013,51772,19737
C24555,M016,D040,2005,86561,10867
C20454,M037,D029,2010,84889,14622
C00481,M103,D043,1998,252380,2395
C37869,M008,D011,1992,177055,3152
C42002,M053,D034,2020,22177,46976
C42704,M001,D007,2003,88296,14458
C38466,M033,D035,1994,217648,2096
C12981,M011,D044,2001,136158,5735
C09734,M111,D036,1986,265015,1616
C26183,M013,D018,2020,11143,39802
C28681,M004,D047,2005,67041,7369
C15190,M109,D039,1991,250122,1043
C45947,M002,D002,2009,119242,10152
C36080,M026,D031,1997,179902,4072
C31256,M032,D023,2012,92404,9446
C47127,M067,D026,2003,98554,10716
C26493,M022,D006,1993,228568,780
C47923,M107,D035,2013,72239,19436
C07328,M070,D017,1990,155568,3363
C00274,M019,D048,2014,39083,25884
C29651,M054,D030,2015,35334,32746
C32907,M040,D047,2019,30296,39570
C15040,M040,D020,2009,78814,14947
C23849,M022,D050,1992,198979,950
C32854,M059,D020,2000,193820,4231
C15109,M103,D006,1995,144343,5047
C16160,M030,D012,2007,97628,9209
C42475,M055,D045,2001,156255,3192
C02175,M068,D012,1997,204379,2328
C43099,M043,D012,1993,267004,3023
C26678,M032,D016,2014,36517,15563
C20125,M046,D041,2020,17601,38344
C46575,M027,D045,1992,237080,693
C38342,M022,D003,1999,91548,3603
C31064,M001,D044,1989,247547,1507
C04352,M069,D009,2014,28721,77391
C15299,M005,D032,2008,158914,6344
C00759,M020,D042,2010,58886,9901
C25813,M022,D043,1995,234544,844
C23973,M033,D035,2019,12089,51177
C22141,M022,D017,1992,191288,1017
C07515,M004,D006,2015,72005,13885
C01819,M084,D020,1993,213048,1572
C13820,M048,D016,2014,67893,20291
C46526,M058,D036,2019,26729,30931
C42048,M030,D048,1994,231051,1276
C27012,M009,D050,1995,236139,1170
C47048,M059,D039,2000,148996,6184
C14364,M015,D013,2007,55719,22498
C13905,M058,D025,1996,148815,2835
C36896,M068,D042,1989,250388,900
C38798,M022,D012,2003,107850,4177
C44982,M028,D013,2017,16911,17492
C32837,M007,D004,2020,22063,30146
C44959,M016,D036,1998,214043,2421
C29503,M032,D008,1992,161279,1456
C34119,M064,D022,2002,137567,5092
C25431,M020,D018,1999,68932,4453
C25377,M068,D033,2008,106179,10863
C48787,M083,D023,2017,51880,21572
C40185,M060,D012,1984,351166,225
C17594,M009,D044,1993,178512,1707
C22679,M044,D032,1994,170985,1494
C15240,M097,D031,2003,146737,5519
C08405,M023,D043,2001,75884,7908
C11397,M010,D003,2004,114304,5319
C38655,M013,D034,2001,158898,4026
C20501,M026,D003,1998,189249,4016
C17067,M067,D001,1997,138802,5278
C48546,M010,D029,2012,26286,16303
C07802,M001,D006,1991,105106,5751
C44528,M024,D009,1995,157095,3760
C46622,M055,D045,1997,158934,2391
C12231,M015,D049,1998,205516,3849
C26507,M006,D029,1984,232335,915
C40433,M105,D010,1996,94251,10225
C41027,M044,D019,1991,185318,1082
C05267,M047,D034,2007,75691,13487
C35760,M004,D014,1986,226301,578
C43568,M013,D018,1993,194957,1736
C00352,M084,D008,1991,16000,5963
C05012,M021,D042,2016,52088,13670
C06577,M021,D014,1992,120566,1706
C03223,M020,D038,2004,86320,5517
C01577,M055,D009,2004,110949,5579
C03662,M023,D018,1997,151355,3426
C15045,M003,D026,2015,24973,27941
C16235,M018,D028,1998,163880,3543
C40297,M022,D019,1985,258420,347
C17547,M065,D008,2000,177804,2470
C22883,M069,D015,2020,13698,125452
C03540,M048,D013,2005,86945,9774
C11043,M022,D009,2000,86908,3981
C21164,M003,D010,1987,119838,2286
C10825,M059,D016,1992,95907,5465
C26492,M058,D029,2003,140352,4843
C13587,M060,D009,2004,142205,5724
C31850,M046,D005,1994,298295,716
C18125,M065,D017,2002,67852,6573
C03605,M044,D011,2013,43710,13588
C44360,M006,D050,2008,97590,13908
C25609,M047,D029,2021,14426,49837
C35066,M013,D020,1994,113056,3635
C38939,M016,D046,2002,40945,11987
C13487,M010,D040,1994,169318,1755
C49621,M099,D034,2010,64988,19530
C14749,M015,D041,1989,140697,3660
C41952,M102,D041,2009,107588,15622
C37351,M100,D026,2021,11591,35776
C39609,M018,D018,2002,164905,4587
C35203,M006,D046,2016,54698,31753
C40379,M028,D007,2000,73482,3987
C46315,M016,D008,1994,165440,2828
C38374,M020,D049,1988,234123,561
C26979,M008,D012,2004,153693,8534
C33253,M016,D032,1997,119768,4991
C41290,M067,D006,2021,3259,64387
C44004,M028,D007,2012,71981,8964
C35416,M032,D012,2014,58195,13617
C32841,M090,D017,2022,8494,47198
C06966,M026,D009,2016,34826,42131
C39301,M011,D014,1988,300436,558
C30104,M001,D030,2022,7641,84344
C06789,M058,D005,1989,98019,2634
C29667,M014,D024,2017,29442,28096
C35221,M081,D008,2007,106313,27718
C18594,M044,D044,1994,160284,1635
C35449,M060,D010,1999,136358,4298
C06996,M030,D023,2009,81100,11832
C09166,M065,D026,2003,59425,7425
C09190,M076,D013,1984,37846,2994
C36616,M022,D036,2016,47824,14983
C43159,M073,D004,1989,239390,716
C16781,M009,D019,2001,152831,3610
C13672,M011,D043,2006,37358,15998
C49474,M027,D044,2000,168255,2167
C17420,M016,D049,2019,20663,41851
C05035,M008,D034,2019,38278,53148
C02903,M104,D027,1991,185596,2245
C11477,M056,D010,2014,45450,44878
C02435,M102,D017,2009,136189,12528
C36501,M069,D011,2003,105177,22448
C01854,M003,D023,2009,106789,10941
C19474,M055,D040,2008,27441,12685
C30046,M003,D016,2000,104926,6088
C37818,M058,D038,2016,54718,21407
C03830,M041,D042,1992,204786,1070
C27075,M012,D006,2000,76573,5209
C21052,M026,D025,2001,165749,5996
C34500,M018,D016,1999,109449,5841
C00559,M010,D038,2017,30382,22227
C26896,M088,D016,1993,108700,3307
C39390,M022,D002,1993,196802,1036
C11839,M065,D021,1993,271026,668
C46260,M050,D036,2012,8121,21591
C23813,M064,D030,1992,172559,1959
C29540,M100,D013,2017,38302,23582
C09667,M056,D040,1992,270350,1673
C21112,M021,D031,2014,38599,12992
C12815,M027,D031,1998,134398,2503
C40446,M070,D023,1990,290242,1004
C08436,M034,D017,1999,126140,3660
C09986,M005,D011,2009,109387,10038
C12487,M030,D028,2010,55258,15015
C43562,M026,D049,1984,386793,246
C00104,M063,D013,1989,297635,585
C48962,M002,D050,1991,112721,3213
C36814,M028,D010,2015,64388,11515
C26138,M021,D035,2011,67942,8842
C33089,M072,D005,1999,234784,1528
C16342,M041,D027,2007,147744,4732
C40021,M065,D044,2022,6109,35914
C39722,M042,D024,2010,44556,18014
C14598,M037,D045,1993,127371,3434
C01481,M058,D004,2002,220298,2284
C16691,M024,D030,2013,81582,22248
C19636,M007,D012,2007,132970,5956
C03793,M068,D006,1991,165322,2186
C04981,M030,D033,1988,139127,1889
C19667,M027,D006,2003,123364,3809
C24641,M006,D034,2017,15157,42795
C07504,M075,D031,1991,83610,5313
C12576,M015,D045,1987,213622,1719
C07123,M002,D036,2006,179713,5076
C38790,M060,D034,2006,97407,9224
C01867,M083,D002,2008,126488,6984
C13204,M068,D030,1986,270119,613
C24082,M014,D015,2007,93819,9503
C33385,M071,D032,2016,37104,26394
C00849,M024,D037,2016,33380,36980
C14050,M068,D050,1999,168147,3640
C47308,M045,D015,1991,239657,3634
C45634,M002,D049,1994,205139,1827
C08659,M016,D009,2013,69704,20794
C07516,M060,D024,1999,150707,3828
C00703,M070,D020,2007,88368,17529
C31987,M052,D015,1996,215874,2703
C28488,M108,D007,1996,131252,2298
C47472,M038,D017,2002,90695,18527
C42185,M011,D014,2014,39505,26924
C25605,M112,D039,2015,52185,19938
C35675,M013,D019,2020,24603,36989
C04670,M096,D001,2010,40166,19776
C28049,M025,D017,2018,37888,28478
C35033,M040,D048,2001,157918,4794
C18240,M028,D019,1991,123920,1516
C26404,M001,D017,2012,45959,34855
C11209,M013,D003,1995,101583,4232
C31334,M011,D004,1997,167519,3397
C43186,M019,D023,2010,94563,13745
C48347,M032,D004,2007,88064,6980
C00777,M027,D030,1991,163174,1241
C20772,M007,D023,2007,120451,6567
C33265,M017,D017,2009,101132,13475
C19215,M028,D036,2000,131194,2609
C11798,M005,D034,2004,105057,7428
C08666,M090,D019,1996,273470,1061
C15014,M030,D045,1993,147370,2466
C14225,M054,D039,2013,99394,18764
C12869,M003,D004,1999,95841,6087
C15046,M069,D029,2017,49731,83387
C07837,M004,D038,1998,145705,2579
C16090,M011,D044,1984,173446,1358
C48553,M060,D011,2015,74117,19794
C06101,M011,D024,2002,125030,6692
C02056,M007,D017,2011,55011,13599
C00746,M021,D048,2020,22940,21213
C13237,M045,D037,2008,125068,30114
C13198,M044,D049,1993,175359,1347
C49958,M071,D033,2017,13806,32170
C20629,M001,D030,2002,187479,6148
C02852,M021,D030,1994,135155,1740
C39858,M022,D047,1990,148737,1275
C20165,M060,D029,1984,215601,805
C19151,M022,D011,2009,74918,7881
C46520,M046,D026,2002,88296,7408
C10747,M008,D038,1995,51657,9888
C28151,M074,D003,1997,192133,8214
C03037,M016,D017,2003,69083,10720
C07461,M065,D048,2017,30298,22553
C24114,M024,D004,2009,72806,18094
C22643,M016,D034,1991,254918,1045
C01683,M032,D012,2014,79849,11789
C04878,M016,D019,2006,44685,15300
C13724,M018,D048,2018,37660,33640
C10902,M058,D014,1992,213840,1243
C49636,M065,D008,1995,160160,2054
C21740,M035,D030,1987,208575,1226
C05429,M012,D025,2012,85150,10925
C15889,M081,D031,2004,90648,25435
C29365,M051,D022,2013,79270,14750
C36450,M070,D027,1993,273073,1442
C41758,M023,D014,2007,69287,12333
C07983,M003,D048,1992,39074,5557
C08181,M052,D019,2020,15618,59636
C23317,M011,D027,1991,195593,1788
C25892,M004,D037,2002,211966,1911
C20490,M004,D008,2000,108539,3939
C09607,M004,D003,2012,42721,13709
C31688,M009,D022,2018,18221,28602
C20974,M050,D039,2004,117807,6215
C14961,M040,D008,2015,63124,24771
C04832,M037,D041,2011,61497,18304
C15881,M023,D037,1992,133438,2836
C14262,M005,D021,2016,40758,25488
C34198,M014,D034,1985,157402,1337
C01001,M023,D050,1996,146496,3335
C13115,M111,D023,2004,62908,28276
C18873,M043,D040,2012,88672,48351
C30971,M035,D038,2014,55880,24432
C03987,M015,D007,2014,34448,40853
C12790,M068,D050,1992,215122,1516
C35643,M063,D003,2009,117653,10790
C13696,M032,D004,1988,230260,610
C13476,M034,D043,1997,167911,2281
C11750,M027,D001,2007,189340,2886
C10593,M060,D027,2022,3868,47955
C36536,M022,D003,1991,245498,584
C19272,M078,D038,2001,97509,7443
C40740,M068,D021,1988,241762,911
C45397,M008,D049,2015,51085,37649
C11873,M084,D029,2015,69831,21327
C07479,M047,D047,2008,91159,12943
C21082,M013,D008,1999,129858,4456
C13294,M113,D029,2006,95333,21276
C24024,M013,D020,2022,8071,46217
C23126,M003,D035,1995,74402,5418
C11661,M020,D048,2016,46540,15963
C38199,M015,D035,2012,59594,30629
C06751,M028,D050,2018,38592,16528
C48819,M043,D019,1989,120945,8218
C07917,M041,D038,2010,67060,10524
C16605,M028,D024,1989,292756,300
C05368,M094,D018,2011,84907,13270
C03445,M013,D042,1990,183403,1571
C08570,M003,D025,2002,145551,5073
C08930,M054,D047,2004,90298,10995
C21908,M030,D029,1995,119798,3505
C03932,M004,D038,2000,150704,2830
C05349,M019,D008,1998,127990,4803
C28245,M043,D015,2001,98960,21568
C32605,M068,D047,1994,192250,2120
C11536,M072,D020,2015,60435,17984
C17122,M006,D034,1998,128635,5647
C46474,M083,D004,2007,97726,8116
C22349,M071,D016,1986,163551,1426
C26261,M030,D009,1998,148727,3404
C16136,M022,D032,2007,48656,8180
C10501,M035,D020,1999,139069,4923
C18234,M022,D005,1998,86261,3500
C13296,M005,D040,1996,153408,2983
C28715,M038,D005,1993,165717,5661
C27661,M044,D044,2002,142775,3217
C13269,M017,D028,2016,35479,33211
C47920,M010,D031,1994,63516,3912
C34429,M019,D032,1993,239335,1323
C03266,M014,D050,2021,4229,42054
C45851,M017,D017,1996,152859,3784
C15005,M032,D034,2022,3355,31833
C22397,M054,D046,2006,86117,12941
C34430,M058,D020,2020,18057,34695
C24213,M023,D034,2013,38070,22404
C44043,M044,D002,1998,150965,2305
C06523,M016,D037,2014,66419,22718
C28633,M015,D012,2018,31506,54259
C47704,M060,D010,2012,60749,17706
C20212,M006,D022,1989,206096,1617
C31723,M070,D041,1987,236362,1358
C04895,M052,D014,2014,46722,33406
C15192,M064,D010,2009,139119,8020
C18210,M005,D046,2018,29086,31187
C39809,M018,D016,2003,120611,7006
C30546,M054,D036,1998,186079,3439
C07668,M034,D039,1992,202018,1217
C28074,M003,D048,1987,316672,399
C34015,M003,D013,2000,120052,5431
C31119,M042,D029,1998,177824,2996
C00461,M086,D045,2014,91341,24511
C28187,M024,D013,1998,168633,4170
C25681,M016,D023,2014,69092,22319
C11681,M019,D032,1992,114857,3562
C12948,M078,D028,2008,88686,12645
C14238,M023,D012,1997,211987,2035
C07687,M105,D049,1988,100590,5728
C46605,M004,D013,2001,129831,3576
C23443,M012,D005,2021,5968,32285
C09932,M017,D022,2010,135889,11040
C32939,M007,D037,2002,157466,3499
C28217,M005,D049,1990,167177,1783
C08455,M013,D049,2013,66113,17998
C05842,M001,D042,2001,210538,4695
C13376,M105,D050,2014,62292,42270
C37380,M050,D038,1993,250441,958
C02136,M019,D038,2003,136930,6246
C07818,M068,D031,2010,87696,14192
C01378,M007,D024,2015,5821,23560
C10176,M007,D050,2015,43493,19071
C04690,M005,D003,2015,35372,24620
C28427,M029,D013,1995,192597,2661
C46128,M020,D022,2005,129318,4280
C20185,M050,D027,2013,44924,18741
C49386,M003,D044,1991,266257,840
C40578,M020,D017,1994,213568,1008
C11814,M051,D021,2019,27975,30404
C27521,M015,D039,2020,23250,64975
C42505,M053,D008,1998,163834,3963
C24354,M002,D001,2011,85622,14854
C22295,M037,D013,1988,307930,494
C47725,M070,D034,2000,127363,8218
C31462,M025,D047,2001,161642,3738
C31870,M083,D021,2008,88779,9251
C39164,M047,D014,2011,49635,20867
C47877,M069,D018,2013,36839,69063
C04257,M035,D004,2000,234065,2318
C05188,M001,D037,2010,102105,20869
C29761,M007,D013,2013,63776,14686
C04741,M058,D008,1997,230439,1493
C47836,M047,D022,1998,98986,6280
C06014,M072,D030,1995,72213,4386
C16056,M005,D043,1989,239363,882
C03701,M034,D030,1990,204381,1043
C00217,M028,D005,2002,184586,1916
C40469,M003,D023,2007,102947,9852
C23895,M073,D041,2012,54011,14615
C30501,M020,D040,1991,109029,1966
C27238,M054,D006,1994,221105,1933
C13884,M072,D023,1998,221709,1609
C21548,M007,D043,1995,223174,1240
C22511,M073,D027,1998,81057,4804
C11036,M016,D049,2010,70382,16948
C20692,M069,D006,2003,87847,25449
C35721,M046,D033,1992,251339,974
C14505,M047,D030,1992,248207,1198
C07894,M084,D036,1991,208935,1427
C27680,M046,D013,1990,165214,1829
C05909,M023,D019,2007,93272,10446
C04505,M011,D044,2015,87497,21038
C09087,M035,D016,2003,121075,7404
C02329,M016,D004,1992,291031,796
C44442,M016,D039,2002,130590,6404
C32784,M011,D025,2018,30129,37138
C47360,M027,D030,2015,35514,15494
C46675,M014,D015,1999,59733,7035
C15855,M006,D028,2009,64232,18725
C49480,M003,D037,1985,325816,319
C42205,M021,D005,2008,50390,8105
C12958,M111,D046,2005,83562,26291
C35130,M006,D003,2013,65527,24241
C15147,M071,D045,2006,103951,8670
C31308,M021,D050,2019,14787,20750
C07415,M072,D019,1989,227527,838
C06309,M057,D046,1990,213414,830
C27368,M001,D002,2001,115702,10345
C09847,M028,D023,2016,32510,14992
C13371,M013,D025,1998,106895,4970
C45334,M041,D013,2007,113807,6180
C33177,M027,D021,2014,73371,11408
C32130,M073,D026,2019,28515,27169
C17213,M026,D027,2001,56996,13530
C24295,M041,D021,1997,150810,2369
C13745,M007,D016,2010,105926,8953
C02437,M086,D025,2018,27744,48185
C22106,M018,D050,2007,66482,13485
C47786,M006,D044,2015,28546,34774
C34895,M069,D040,2004,39353,37341
C20411,M032,D026,2002,137449,3446
C32237,M054,D016,2018,24840,42482
C30913,M016,D007,2000,144462,5017
C48464,M065,D049,2007,80176,8440
C32885,M033,D046,1993,174040,2872
C42110,M011,D027,1996,206895,2259
C39510,M087,D025,2018,19483,79039
C41122,M068,D034,1996,198446,2295
C29711,M077,D041,2020,19425,81758
C33117,M001,D015,2009,89728,21351
C09350,M025,D033,2008,98988,9747
C20841,M013,D033,2021,3926,44169
C40354,M003,D011,2011,71781,16024
C17240,M058,D002,1999,143507,3616
C48606,M002,D037,2006,104325,9300
C16177,M040,D047,1999,119076,5723
C12832,M064,D007,2018,11879,34501
C38589,M112,D036,1996,138083,3030
C48801,M011,D033,2013,57635,22514
C45872,M006,D044,2002,69103,11370
C48922,M058,D008,2007,130444,6841
C07201,M006,D007,2018,21051,44299
C36990,M046,D046,1985,257236,578
C45963,M050,D021,2014,57314,18540
C00891,M044,D045,2013,56754,12528
C48015,M100,D020,2009,16795,15633
C07891,M027,D025,1996,211507,1140
C20400,M013,D020,1995,124961,3546
C16228,M027,D034,2007,131427,4670
C05688,M006,D039,1998,199734,3117
C31163,M053,D012,2005,64897,13335
C43029,M007,D048,2015,49310,18402
C48149,M018,D049,1988,280109,640
C45402,M018,D034,1995,152539,3187
C41757,M071,D019,2008,87468,11160
C08529,M006,D005,1989,155452,2497
C40909,M040,D020,2017,41082,32501
C00652,M015,D019,1992,199804,2713
C13907,M082,D044,2005,185678,2434
C23232,M041,D028,1998,168252,2190
C23344,M006,D039,1989,193164,1812
C27498,M034,D043,1995,117693,2992
C05011,M017,D011,2005,118664,9049
C18149,M068,D016,1996,224435,1820
C36688,M043,D001,2009,115433,32520
C28577,M027,D022,2003,10000,8024
C34714,M030,D020,2013,48768,19101
C33392,M107,D008,2012,83716,16807
C49768,M060,D005,1998,137186,3994
C46160,M006,D037,2015,31906,34108
C35268,M088,D002,2001,98881,6061
C02555,M044,D019,2008,120357,5727
C03715,M044,D026,1997,202891,1384
C16564,M060,D050,2018,30595,31769
C24881,M082,D034,2010,98553,6837
C21280,M020,D007,1995,171903,1551
C38942,M019,D045,2015,53363,25348
C12388,M022,D034,1994,194940,1125
C33417,M015,D004,1990,228859,1831
C11809,M005,D032,2005,173647,4589
C25954,M013,D017,2003,172990,4087
C19322,M048,D009,1992,148698,2564
C43437,M010,D032,1992,228292,915
C26429,M017,D010,2012,90740,17743
C34883,M059,D010,2021,4046,66795
C10010,M006,D044,2004,55907,14158
C27091,M023,D005,2012,36162,21197
C09126,M022,D031,2003,92519,4672
C37456,M021,D032,2018,5510,20381
C48233,M003,D009,2012,63236,18126
C29214,M058,D009,1988,141977,1758
C08518,M033,D038,2001,149489,6010
C17714,M010,D033,2014,62236,14967
C22947,M099,D011,2010,65782,19428
C37539,M051,D023,2002,126830,4992
C08275,M017,D045,2003,120799,7791
C34449,M065,D045,1995,14000,5695
C48377,M096,D001,2007,66781,13690
C49914,M040,D030,1995,162728,3087
C30339,M063,D006,2011,73323,16975
C29619,M011,D031,2002,188637,3957
C04827,M026,D021,1996,153266,4766
C32086,M015,D011,1996,161404,4926
C10172,M011,D036,1997,160499,3602
C10784,M024,D015,2010,39794,23867
C17691,M043,D018,2005,99910,27965
C45905,M022,D034,2003,124092,3691
C39304,M029,D003,2016,41880,33666
C33544,M016,D016,2004,153594,6080
C21675,M007,D024,1992,221268,1032
C15220,M035,D005,2017,18738,37179
C07512,M016,D037,2020,13834,46426
C19435,M068,D030,2008,103324,11095
C22923,M045,D008,2021,11830,151426
C38110,M015,D019,2014,64468,33905
C46999,M022,D020,2011,96525,7738
C40521,M028,D046,2012,95494,7607
C36347,M101,D042,2012,63471,23126
C02515,M054,D044,2003,68946,11917
C19719,M015,D028,2004,112188,12424
C42954,M035,D034,2016,46868,29536
C17142,M016,D015,2009,114347,11578
C35992,M006,D016,2004,125860,8610
C07678,M005,D045,2011,6000,22172
